Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Teshnehlab, Mohammad",23006417100,283,"Computer Science
Engineering
Mathematics
Energy
Biochemistry, Genetics and Molecular Biology
Decision Sciences
Multidisciplinary
Materials Science
Medicine
Physics and Astronomy
Neuroscience
Social Sciences
Chemical Engineering
Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Immunology and Microbiology
Health Professions
",,
"Khaki-Sedigh, Ali",57216866451,258,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Energy
Social Sciences
Chemical Engineering
Decision Sciences
Multidisciplinary
Environmental Science
Medicine
Materials Science
Chemistry
Business, Management and Accounting
Immunology and Microbiology
Nursing
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Amidpour, M.",20733433700,226,"Energy
Engineering
Environmental Science
Chemical Engineering
Chemistry
Materials Science
Physics and Astronomy
Computer Science
Mathematics
Business, Management and Accounting
Earth and Planetary Sciences
Social Sciences
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Arts and Humanities
",0000-0003-2073-6106,
"Moosavian, S. Ali A.",15926236600,220,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Energy
Materials Science
Environmental Science
Chemistry
Medicine
Decision Sciences
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",0000-0002-9117-7615,
"Taghirad, Hamid D.",56152896100,217,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Energy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Medicine
Decision Sciences
Materials Science
Economics, Econometrics and Finance
Environmental Science
Chemistry
",,
"Balalaie, Saeed",55908702500,212,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Materials Science
Physics and Astronomy
Computer Science
Medicine
Environmental Science
Neuroscience
Agricultural and Biological Sciences
Engineering
Multidisciplinary
",0000-0002-5764-0442,
"Shokuhfar, Ali",16305259800,212,"Materials Science
Physics and Astronomy
Engineering
Chemistry
Chemical Engineering
Computer Science
Mathematics
Energy
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Decision Sciences
Business, Management and Accounting
",,
"Aliyari Shoorehdeli, Mahdi",16178561500,203,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Energy
Biochemistry, Genetics and Molecular Biology
Materials Science
Earth and Planetary Sciences
Multidisciplinary
Neuroscience
Chemical Engineering
Medicine
Decision Sciences
Chemistry
Health Professions
Psychology
Social Sciences
",0000-0002-9985-510X,
"Ghaffari, Ali",6603832341,197,"Engineering
Computer Science
Mathematics
Medicine
Physics and Astronomy
Materials Science
Energy
Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Environmental Science
Social Sciences
Agricultural and Biological Sciences
Decision Sciences
Earth and Planetary Sciences
Economics, Econometrics and Finance
Multidisciplinary
Nursing
Health Professions
",,
"Sadeghzadeh, R. A.",6603101867,190,"Engineering
Computer Science
Physics and Astronomy
Materials Science
Mathematics
Social Sciences
Earth and Planetary Sciences
Energy
Multidisciplinary
Medicine
Neuroscience
",,
