Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Baradaran, Behzad",11640687900,578,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Immunology and Microbiology
Engineering
Chemical Engineering
Agricultural and Biological Sciences
Materials Science
Nursing
Environmental Science
Computer Science
Health Professions
Physics and Astronomy
Veterinary
Earth and Planetary Sciences
Multidisciplinary
Social Sciences
Neuroscience
Dentistry
Arts and Humanities
",0000-0002-8642-6795,
"Jafarabadi, Mohammad Asghari",25960660100,534,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Environmental Science
Health Professions
Engineering
Psychology
Dentistry
Immunology and Microbiology
Multidisciplinary
Neuroscience
Chemistry
Arts and Humanities
Materials Science
Chemical Engineering
Economics, Econometrics and Finance
Mathematics
Veterinary
",0000-0003-3284-9749,
"Safiri, Saeid",56009654100,446,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Environmental Science
Dentistry
Social Sciences
Multidisciplinary
Engineering
Psychology
Agricultural and Biological Sciences
Chemistry
Health Professions
",0000-0001-7986-9072,
"Hamishehkar, Hamed",14029889400,356,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemistry
Materials Science
Agricultural and Biological Sciences
Medicine
Chemical Engineering
Physics and Astronomy
Engineering
Environmental Science
Immunology and Microbiology
Nursing
Veterinary
Computer Science
Mathematics
Earth and Planetary Sciences
Multidisciplinary
Dentistry
Neuroscience
",,
"Mirghafourvand, Mojgan",37056285000,336,"Medicine
Nursing
Social Sciences
Psychology
Biochemistry, Genetics and Molecular Biology
Neuroscience
Health Professions
Pharmacology, Toxicology and Pharmaceutics
Arts and Humanities
Environmental Science
Agricultural and Biological Sciences
Immunology and Microbiology
Business, Management and Accounting
Chemistry
",0000-0001-8360-4309,
"Yousefi, Mehdi",16235087000,288,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Engineering
Chemistry
Chemical Engineering
Materials Science
Agricultural and Biological Sciences
Neuroscience
Nursing
Veterinary
Environmental Science
Dentistry
Multidisciplinary
",0000-0003-0099-6728,
"Hasanzadeh, Mohammad",6507104474,284,"Chemistry
Biochemistry, Genetics and Molecular Biology
Engineering
Materials Science
Chemical Engineering
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Multidisciplinary
Immunology and Microbiology
Earth and Planetary Sciences
Health Professions
Medicine
Energy
Agricultural and Biological Sciences
Neuroscience
",0000-0003-4918-1239,
"Ghojazadeh, Morteza",23093330400,248,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Nursing
Immunology and Microbiology
Dentistry
Social Sciences
Neuroscience
Health Professions
Veterinary
Arts and Humanities
Environmental Science
Engineering
Multidisciplinary
Chemical Engineering
",0000-0002-9946-9452,
"Akbarzadeh, Abolfazl",36787804000,238,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Engineering
Chemistry
Materials Science
Physics and Astronomy
Chemical Engineering
Immunology and Microbiology
Environmental Science
Veterinary
Agricultural and Biological Sciences
Neuroscience
Computer Science
",0000-0001-9941-0357,
"Somi, Mohammad Hossein",16246099400,235,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Chemistry
Agricultural and Biological Sciences
Nursing
Engineering
Social Sciences
Physics and Astronomy
Neuroscience
Multidisciplinary
Materials Science
Chemical Engineering
Environmental Science
Dentistry
Health Professions
",,
"Ardalan, Mohammadreza",13908098400,216,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Neuroscience
Agricultural and Biological Sciences
Chemistry
Computer Science
Nursing
Health Professions
Chemical Engineering
Physics and Astronomy
Arts and Humanities
Materials Science
Social Sciences
Multidisciplinary
Engineering
",0000-0002-6851-5460,
"Valizadeh, Hadi",8655037700,216,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
Chemical Engineering
Physics and Astronomy
Agricultural and Biological Sciences
Engineering
Materials Science
Immunology and Microbiology
Dentistry
Environmental Science
Social Sciences
Computer Science
",,
"Mohammad-Alizadeh-Charandabi, Sakineh",35727236500,213,"Medicine
Nursing
Social Sciences
Psychology
Biochemistry, Genetics and Molecular Biology
Neuroscience
Health Professions
Arts and Humanities
Pharmacology, Toxicology and Pharmaceutics
Chemistry
",0000-0003-4785-9333,
