Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Kaveh, A.",7005396579,653,"Engineering
Computer Science
Mathematics
Earth and Planetary Sciences
Materials Science
Physics and Astronomy
Chemistry
Environmental Science
Decision Sciences
Economics, Econometrics and Finance
Social Sciences
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Business, Management and Accounting
Chemical Engineering
",,
"Ayatollahi, Majid R.",7004337869,397,"Engineering
Materials Science
Physics and Astronomy
Mathematics
Earth and Planetary Sciences
Chemistry
Chemical Engineering
Computer Science
Multidisciplinary
Arts and Humanities
Environmental Science
Biochemistry, Genetics and Molecular Biology
",,
"Mohammadi, Toraj",7003866970,386,"Chemical Engineering
Materials Science
Chemistry
Environmental Science
Engineering
Energy
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Agricultural and Biological Sciences
Earth and Planetary Sciences
Multidisciplinary
Mathematics
Medicine
Business, Management and Accounting
",0000-0003-0455-3254,
"Korayem, Moharram Habibnejad",6603758099,348,"Engineering
Computer Science
Physics and Astronomy
Materials Science
Mathematics
Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Medicine
Health Professions
Agricultural and Biological Sciences
Earth and Planetary Sciences
Environmental Science
Immunology and Microbiology
Social Sciences
Decision Sciences
Psychology
",,
"Kazemi, Ahad",24463359400,275,"Engineering
Energy
Computer Science
Mathematics
Materials Science
Environmental Science
Physics and Astronomy
Social Sciences
Chemistry
Chemical Engineering
Multidisciplinary
Business, Management and Accounting
Earth and Planetary Sciences
",,
"Shokrieh, Mahmood Mehrdad",6701716879,269,"Materials Science
Engineering
Physics and Astronomy
Mathematics
Chemistry
Chemical Engineering
Computer Science
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Environmental Science
Medicine
",0000-0001-9693-1050,
"Shayanfar, Heidarali",55664571900,266,"Energy
Engineering
Computer Science
Mathematics
Environmental Science
Multidisciplinary
Materials Science
Physics and Astronomy
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Decision Sciences
Business, Management and Accounting
Chemistry
Economics, Econometrics and Finance
Agricultural and Biological Sciences
",,
"Maleki, Ali",13003446500,247,"Chemistry
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Engineering
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Medicine
Energy
Multidisciplinary
Computer Science
Mathematics
Agricultural and Biological Sciences
Immunology and Microbiology
Business, Management and Accounting
",0000-0001-5490-3350,
"Oraizi, Homayoon",6602214507,236,"Engineering
Physics and Astronomy
Computer Science
Materials Science
Multidisciplinary
Mathematics
Energy
Social Sciences
Chemistry
Earth and Planetary Sciences
",,
"Rabbani, Mohsen",54885087100,236,"Agricultural and Biological Sciences
Engineering
Materials Science
Physics and Astronomy
Social Sciences
Chemistry
Computer Science
Veterinary
Energy
Environmental Science
Biochemistry, Genetics and Molecular Biology
Medicine
Chemical Engineering
Immunology and Microbiology
Mathematics
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Arts and Humanities
Health Professions
",,
