Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Ghoranneviss, Mahmood",6701493178,565,"Physics and Astronomy
Materials Science
Energy
Engineering
Chemistry
Medicine
Mathematics
Chemical Engineering
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Computer Science
Environmental Science
Multidisciplinary
Business, Management and Accounting
Immunology and Microbiology
Health Professions
Earth and Planetary Sciences
",0000-0002-4332-713X,
"Yavari, Issa",7101773471,516,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Computer Science
Physics and Astronomy
Materials Science
Engineering
Energy
Agricultural and Biological Sciences
Mathematics
Environmental Science
",,
"Rahmani, Amir Masoud",57204588830,338,"Computer Science
Engineering
Mathematics
Materials Science
Social Sciences
Physics and Astronomy
Medicine
Decision Sciences
Business, Management and Accounting
Environmental Science
Multidisciplinary
Psychology
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Immunology and Microbiology
Arts and Humanities
Agricultural and Biological Sciences
Energy
Chemistry
Neuroscience
Health Professions
Chemical Engineering
",0000-0001-8641-6119,
"Rustaiyan, Abdolhossein",7006769160,278,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Medicine
Materials Science
Chemical Engineering
Environmental Science
Engineering
Immunology and Microbiology
Mathematics
Physics and Astronomy
Earth and Planetary Sciences
",,
"Naser-Moghadasi, Mohammad",24169546000,246,"Engineering
Physics and Astronomy
Materials Science
Computer Science
Mathematics
Social Sciences
Chemistry
Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Multidisciplinary
Neuroscience
Chemical Engineering
Medicine
Business, Management and Accounting
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",0000-0003-0282-2916,
"Hosseinzadeh Lotfi, Farhad",6507921401,243,"Mathematics
Computer Science
Engineering
Decision Sciences
Business, Management and Accounting
Environmental Science
Economics, Econometrics and Finance
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Social Sciences
Agricultural and Biological Sciences
Medicine
Physics and Astronomy
Energy
Chemistry
Materials Science
Earth and Planetary Sciences
Immunology and Microbiology
",0000-0001-5022-553X,
"Salar Elahi, A.",26432914300,232,"Physics and Astronomy
Materials Science
Energy
Engineering
Computer Science
Chemistry
Mathematics
Medicine
Chemical Engineering
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Social Sciences
Agricultural and Biological Sciences
",0000-0003-3061-9579,
"Zare, Karim",7004067159,213,"Chemistry
Materials Science
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Environmental Science
Chemical Engineering
Mathematics
Engineering
Pharmacology, Toxicology and Pharmaceutics
Computer Science
Agricultural and Biological Sciences
Medicine
Decision Sciences
Earth and Planetary Sciences
Energy
Immunology and Microbiology
Veterinary
Social Sciences
",,
"Parivar, Kazem",6602433687,197,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Immunology and Microbiology
Neuroscience
Environmental Science
Engineering
Chemistry
Materials Science
Chemical Engineering
Physics and Astronomy
Health Professions
Energy
Multidisciplinary
Veterinary
",0000-0002-2836-9710,
"Jahanshahloo, Gholamreza",35612072600,189,"Mathematics
Decision Sciences
Computer Science
Engineering
Business, Management and Accounting
Multidisciplinary
Environmental Science
Social Sciences
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Medicine
Physics and Astronomy
Materials Science
Chemistry
",,
"Noormohammadi, Zahra",9632464900,184,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
Immunology and Microbiology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Chemistry
Health Professions
Chemical Engineering
Earth and Planetary Sciences
Mathematics
Veterinary
Physics and Astronomy
Social Sciences
Neuroscience
",0000-0003-3890-9001,
"Sadeghi, Masoud",56540785100,163,"Medicine
Biochemistry, Genetics and Molecular Biology
Dentistry
Immunology and Microbiology
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Agricultural and Biological Sciences
Multidisciplinary
Engineering
Psychology
Computer Science
Chemical Engineering
",0000-0002-3586-3012,
