Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Babaei, Ebrahim",6506152637,438,"Engineering
Energy
Computer Science
Mathematics
Materials Science
Physics and Astronomy
Multidisciplinary
Neuroscience
Decision Sciences
Chemical Engineering
Environmental Science
Business, Management and Accounting
",,
"Rostami, Ali",7005439033,417,"Physics and Astronomy
Engineering
Materials Science
Computer Science
Mathematics
Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Multidisciplinary
Social Sciences
Energy
Medicine
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
",,
"Mohammadi, Behnam",57195631360,385,"Engineering
Energy
Computer Science
Environmental Science
Mathematics
Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Physics and Astronomy
Chemical Engineering
Materials Science
Decision Sciences
Arts and Humanities
Agricultural and Biological Sciences
Multidisciplinary
Chemistry
Biochemistry, Genetics and Molecular Biology
",0000-0002-0255-8353,
"Farajzadeh, Mir Ali",6603835240,296,"Chemistry
Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Engineering
Medicine
Immunology and Microbiology
Social Sciences
Materials Science
Nursing
Health Professions
Energy
",,
"Hosseini, Seyed Hossein",55588795600,291,"Engineering
Energy
Computer Science
Materials Science
Mathematics
Physics and Astronomy
Decision Sciences
Multidisciplinary
Chemical Engineering
Chemistry
",,
"Zare, Kazem",24825931700,232,"Engineering
Energy
Computer Science
Social Sciences
Environmental Science
Business, Management and Accounting
Mathematics
Economics, Econometrics and Finance
Materials Science
Physics and Astronomy
Chemical Engineering
Decision Sciences
Multidisciplinary
",,
"Shekaari, Hemayat",8898640400,223,"Chemistry
Physics and Astronomy
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Computer Science
Environmental Science
Multidisciplinary
Mathematics
Energy
Medicine
Agricultural and Biological Sciences
",,
"Sabahi, Mehran",23978691100,217,"Engineering
Energy
Computer Science
Mathematics
Materials Science
Physics and Astronomy
Neuroscience
Multidisciplinary
",,
"Nourani, Vahid",13906150400,191,"Environmental Science
Engineering
Earth and Planetary Sciences
Computer Science
Agricultural and Biological Sciences
Social Sciences
Mathematics
Physics and Astronomy
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Decision Sciences
Energy
Materials Science
Business, Management and Accounting
Chemical Engineering
",0000-0002-6931-7060,
"Entezami, Ali Akbar",7003658778,182,"Materials Science
Chemistry
Chemical Engineering
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Medicine
Environmental Science
Energy
Mathematics
Computer Science
",,
"Hosseini, Mir Ghasem",7102477693,180,"Materials Science
Chemistry
Physics and Astronomy
Chemical Engineering
Engineering
Energy
Environmental Science
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Mathematics
Computer Science
",0000-0002-3117-8608,
"Jafarizadeh, Mohammadali",7005559014,160,"Physics and Astronomy
Mathematics
Materials Science
Engineering
Computer Science
Decision Sciences
Chemical Engineering
Multidisciplinary
Earth and Planetary Sciences
Environmental Science
Medicine
",,
"Namazi, Hassan",6602623076,160,"Materials Science
Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Physics and Astronomy
Engineering
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Medicine
Agricultural and Biological Sciences
Computer Science
Mathematics
Energy
",,
"Tarafdar Hagh, Mehrdad",25032154900,159,"Engineering
Energy
Computer Science
Mathematics
Materials Science
Chemical Engineering
Environmental Science
Social Sciences
Earth and Planetary Sciences
Physics and Astronomy
Chemistry
Business, Management and Accounting
Neuroscience
",0000-0003-0051-2586,
"Sahrai, Mostafa",6507168188,143,"Physics and Astronomy
Engineering
Materials Science
Chemistry
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Mathematics
Chemical Engineering
Computer Science
Earth and Planetary Sciences
Agricultural and Biological Sciences
",,
