Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Morsali, Ali",7004216537,676,"Chemistry
Materials Science
Physics and Astronomy
Chemical Engineering
Environmental Science
Medicine
Engineering
Biochemistry, Genetics and Molecular Biology
Energy
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Social Sciences
",,
"Soleimani, Masoud",57200104836,660,"Biochemistry, Genetics and Molecular Biology
Medicine
Materials Science
Pharmacology, Toxicology and Pharmaceutics
Engineering
Immunology and Microbiology
Chemical Engineering
Chemistry
Physics and Astronomy
Agricultural and Biological Sciences
Neuroscience
Environmental Science
Health Professions
Dentistry
Multidisciplinary
Computer Science
Energy
Nursing
Mathematics
Psychology
",,
"Yamini, Yadollah",7006759211,427,"Chemistry
Biochemistry, Genetics and Molecular Biology
Environmental Science
Chemical Engineering
Materials Science
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Engineering
Agricultural and Biological Sciences
Medicine
Energy
Earth and Planetary Sciences
Immunology and Microbiology
Computer Science
Health Professions
Social Sciences
Multidisciplinary
Mathematics
",0000-0002-2484-9477,
"Kazemnejad, Anooshirvan",35585353200,408,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Health Professions
Psychology
Social Sciences
Environmental Science
Neuroscience
Engineering
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Physics and Astronomy
Agricultural and Biological Sciences
Multidisciplinary
Energy
Chemistry
Arts and Humanities
Decision Sciences
Chemical Engineering
Earth and Planetary Sciences
Business, Management and Accounting
Veterinary
Materials Science
",,
"Haghifam, Mahmoudreza",6603228915,331,"Engineering
Energy
Computer Science
Mathematics
Environmental Science
Social Sciences
Decision Sciences
Physics and Astronomy
Materials Science
Chemical Engineering
Multidisciplinary
Agricultural and Biological Sciences
Earth and Planetary Sciences
Medicine
Business, Management and Accounting
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Hosseinkhani, Saman",56212943700,302,"Biochemistry, Genetics and Molecular Biology
Chemistry
Materials Science
Medicine
Chemical Engineering
Immunology and Microbiology
Physics and Astronomy
Engineering
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Environmental Science
Multidisciplinary
Neuroscience
Computer Science
Health Professions
Energy
Veterinary
Business, Management and Accounting
Mathematics
",,
"Hassan, Zuhair Mohammad",35513548900,297,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Chemistry
Engineering
Chemical Engineering
Agricultural and Biological Sciences
Physics and Astronomy
Environmental Science
Health Professions
Neuroscience
Nursing
Multidisciplinary
Computer Science
Mathematics
",,
"Ahmadi, Vahid",23388310500,280,"Physics and Astronomy
Engineering
Materials Science
Computer Science
Chemistry
Energy
Chemical Engineering
Mathematics
Biochemistry, Genetics and Molecular Biology
Social Sciences
Environmental Science
Multidisciplinary
",0000-0002-4131-2153,
"Najafi, Gholamhassan",22938428000,267,"Energy
Engineering
Chemical Engineering
Physics and Astronomy
Environmental Science
Agricultural and Biological Sciences
Chemistry
Mathematics
Materials Science
Computer Science
Social Sciences
Biochemistry, Genetics and Molecular Biology
Business, Management and Accounting
Medicine
Multidisciplinary
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
",0000-0003-3125-3804,
"Shojaosadati, Seyed Abbas",55664604100,266,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Environmental Science
Chemistry
Engineering
Immunology and Microbiology
Materials Science
Energy
Pharmacology, Toxicology and Pharmaceutics
Medicine
Physics and Astronomy
Agricultural and Biological Sciences
Mathematics
Earth and Planetary Sciences
Computer Science
Business, Management and Accounting
Multidisciplinary
Nursing
Health Professions
Veterinary
Social Sciences
",0000-0002-8561-2414,
