Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Kelishadi, Roya",6602583920,737,"Medicine
Environmental Science
Biochemistry, Genetics and Molecular Biology
Nursing
Agricultural and Biological Sciences
Social Sciences
Immunology and Microbiology
Psychology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Neuroscience
Multidisciplinary
Computer Science
Health Professions
Materials Science
",0000-0001-7455-1495,
"Sarrafzadegan, Nizal",6701751316,462,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Agricultural and Biological Sciences
Environmental Science
Immunology and Microbiology
Neuroscience
Social Sciences
Multidisciplinary
Mathematics
Engineering
Health Professions
Psychology
Chemical Engineering
Decision Sciences
Economics, Econometrics and Finance
Business, Management and Accounting
Materials Science
",0000-0002-8352-0540,
"Adibi, Payman",56229001100,340,"Medicine
Nursing
Computer Science
Biochemistry, Genetics and Molecular Biology
Neuroscience
Social Sciences
Engineering
Agricultural and Biological Sciences
Psychology
Health Professions
Environmental Science
Dentistry
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Multidisciplinary
Mathematics
Decision Sciences
Arts and Humanities
Materials Science
",0000-0001-6411-5235,
"Feizi, Avat",35361871000,321,"Medicine
Nursing
Environmental Science
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Health Professions
Psychology
Engineering
Multidisciplinary
Mathematics
Veterinary
Dentistry
Social Sciences
Computer Science
Arts and Humanities
Chemical Engineering
",0000-0002-1930-0340,
"Sadeghi, Masoumeh",35516248000,290,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Environmental Science
Psychology
Neuroscience
Immunology and Microbiology
Mathematics
Health Professions
Social Sciences
Chemistry
Multidisciplinary
Computer Science
",0000-0001-7179-5558,
"Varshosaz, Jaleh",6701556754,289,"Pharmacology, Toxicology and Pharmaceutics
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemistry
Engineering
Chemical Engineering
Medicine
Agricultural and Biological Sciences
Physics and Astronomy
Immunology and Microbiology
Environmental Science
Multidisciplinary
Computer Science
Nursing
Energy
Health Professions
Social Sciences
",0000-0001-9333-5798,
"Etemadifar, Masoud",55908458200,236,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Health Professions
Psychology
Environmental Science
Multidisciplinary
Agricultural and Biological Sciences
Chemistry
Arts and Humanities
",,
"Fathi, Mohammadhossein",35233063700,211,"Materials Science
Engineering
Physics and Astronomy
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
Computer Science
Medicine
Dentistry
Business, Management and Accounting
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Mathematics
Social Sciences
Earth and Planetary Sciences
Energy
Multidisciplinary
Arts and Humanities
",,
"Maracy, Mohammad Reza",8855407300,200,"Medicine
Neuroscience
Nursing
Environmental Science
Biochemistry, Genetics and Molecular Biology
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Psychology
Agricultural and Biological Sciences
Immunology and Microbiology
Chemical Engineering
Health Professions
Engineering
Mathematics
Dentistry
Energy
",0000-0002-3695-0863,
"Shaygannejad, Vahid",10141567500,195,"Medicine
Neuroscience
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Nursing
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Health Professions
Psychology
Multidisciplinary
Computer Science
Environmental Science
Agricultural and Biological Sciences
",0000-0002-6226-0161,
"Mirhendi, Hossein",55912574500,183,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Environmental Science
Veterinary
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Engineering
Chemistry
",,
"Askari, Gholamreza",57189842487,180,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Health Professions
Agricultural and Biological Sciences
Neuroscience
Immunology and Microbiology
Multidisciplinary
",0000-0003-1194-9687,
