Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Larijani, Bagher",57205307740,1294,"Medicine
Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Nursing
Agricultural and Biological Sciences
Engineering
Social Sciences
Materials Science
Computer Science
Chemical Engineering
Arts and Humanities
Immunology and Microbiology
Neuroscience
Physics and Astronomy
Environmental Science
Multidisciplinary
Health Professions
Psychology
Veterinary
Dentistry
Business, Management and Accounting
Energy
",0000-0001-5386-7597,
"Rezaei, Nima",57216077273,1113,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Agricultural and Biological Sciences
Engineering
Chemical Engineering
Environmental Science
Nursing
Materials Science
Social Sciences
Multidisciplinary
Computer Science
Psychology
Dentistry
Mathematics
Energy
Chemistry
Veterinary
Arts and Humanities
",0000-0002-3836-1827,
"Abdollahi, Mohammad",57200537974,941,"Pharmacology, Toxicology and Pharmaceutics
Medicine
Biochemistry, Genetics and Molecular Biology
Environmental Science
Agricultural and Biological Sciences
Chemistry
Immunology and Microbiology
Veterinary
Materials Science
Neuroscience
Chemical Engineering
Nursing
Engineering
Earth and Planetary Sciences
Dentistry
Psychology
Social Sciences
Energy
Multidisciplinary
Arts and Humanities
Health Professions
Physics and Astronomy
Computer Science
Mathematics
",0000-0003-0123-1209,
"Malekzadeh, Reza",7005197760,789,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Nursing
Multidisciplinary
Physics and Astronomy
Environmental Science
Mathematics
Neuroscience
Computer Science
Engineering
Health Professions
Chemistry
Psychology
Chemical Engineering
Earth and Planetary Sciences
Materials Science
Veterinary
Social Sciences
Dentistry
Energy
",0000-0003-1043-3814,
"Dehpour, Ahmad Reza",7005678616,785,"Pharmacology, Toxicology and Pharmaceutics
Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Immunology and Microbiology
Chemistry
Environmental Science
Psychology
Dentistry
Agricultural and Biological Sciences
Materials Science
Multidisciplinary
Chemical Engineering
Computer Science
Veterinary
Engineering
Arts and Humanities
Nursing
Social Sciences
Physics and Astronomy
Health Professions
",0000-0002-8001-5565,
"Mahvi, Amir Hossein",13008522300,594,"Environmental Science
Medicine
Chemistry
Agricultural and Biological Sciences
Engineering
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Dentistry
Chemical Engineering
Multidisciplinary
Materials Science
Physics and Astronomy
Earth and Planetary Sciences
Energy
Social Sciences
Health Professions
Computer Science
Economics, Econometrics and Finance
Decision Sciences
Business, Management and Accounting
Mathematics
Psychology
",,
"Esmaillzadeh, Ahmad",56221606800,501,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Neuroscience
Engineering
Psychology
Multidisciplinary
Chemistry
Computer Science
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Environmental Science
Health Professions
Dentistry
",0000-0002-8735-6047,
"Foroumadi, Alireza",7003549932,478,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
Biochemistry, Genetics and Molecular Biology
Medicine
Chemical Engineering
Materials Science
Immunology and Microbiology
Environmental Science
Multidisciplinary
Computer Science
Physics and Astronomy
Engineering
Psychology
Agricultural and Biological Sciences
Neuroscience
Mathematics
Social Sciences
Arts and Humanities
Health Professions
Veterinary
",0000-0003-2416-5611,
"Heshmat, Ramin",8530023300,468,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Agricultural and Biological Sciences
Psychology
Environmental Science
Social Sciences
Neuroscience
Chemistry
Immunology and Microbiology
Multidisciplinary
Health Professions
Arts and Humanities
Computer Science
",,
"Mansournia, Mohammad Ali",34570618600,464,"Medicine
Biochemistry, Genetics and Molecular Biology
Health Professions
Nursing
Neuroscience
Immunology and Microbiology
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Psychology
Agricultural and Biological Sciences
Social Sciences
Environmental Science
Decision Sciences
Materials Science
Earth and Planetary Sciences
Chemistry
Arts and Humanities
Veterinary
Chemical Engineering
",0000-0003-3343-2718,
"Yaseri, Mehdi",23029507000,458,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Multidisciplinary
Nursing
Social Sciences
Earth and Planetary Sciences
Agricultural and Biological Sciences
Health Professions
Mathematics
Chemistry
Psychology
Decision Sciences
Chemical Engineering
Dentistry
Engineering
Physics and Astronomy
Computer Science
Arts and Humanities
Materials Science
",0000-0002-4066-873X,
"Akhondzadeh, Shahin",7005463263,430,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Biochemistry, Genetics and Molecular Biology
Psychology
Immunology and Microbiology
Engineering
Chemical Engineering
Agricultural and Biological Sciences
Nursing
Materials Science
Environmental Science
Chemistry
Health Professions
Social Sciences
Physics and Astronomy
Multidisciplinary
Computer Science
Arts and Humanities
",0000-0002-2277-5101,
"Dinarvand, Rassoul",6603549803,391,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemistry
Medicine
Engineering
Chemical Engineering
Physics and Astronomy
Immunology and Microbiology
Agricultural and Biological Sciences
Environmental Science
Multidisciplinary
Social Sciences
Neuroscience
Computer Science
Arts and Humanities
Mathematics
Nursing
Health Professions
",0000-0003-0694-7556,
"Majdzadeh, Seyyed Reza",9246620000,377,"Medicine
Social Sciences
Nursing
Biochemistry, Genetics and Molecular Biology
Psychology
Immunology and Microbiology
Neuroscience
Environmental Science
Arts and Humanities
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Agricultural and Biological Sciences
Earth and Planetary Sciences
Multidisciplinary
Engineering
Computer Science
Dentistry
Decision Sciences
Business, Management and Accounting
Mathematics
Veterinary
Chemical Engineering
",,
"Sahraeian, Mohammad Ali",55886074600,377,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Psychology
Nursing
Agricultural and Biological Sciences
Arts and Humanities
Chemical Engineering
Multidisciplinary
Engineering
Dentistry
Chemistry
Computer Science
Health Professions
Materials Science
",0000-0002-3224-8807,
"Ghavamzadeh, Ardashir",6603284737,373,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Immunology and Microbiology
Multidisciplinary
Health Professions
Nursing
Engineering
Agricultural and Biological Sciences
Computer Science
Arts and Humanities
Chemical Engineering
",,
"Hoseini, Seyed Mostafa",57204569481,368,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Engineering
Neuroscience
Environmental Science
Multidisciplinary
Nursing
Social Sciences
Chemical Engineering
Psychology
Chemistry
Health Professions
Dentistry
Physics and Astronomy
Earth and Planetary Sciences
Computer Science
Mathematics
Materials Science
",0000-0002-1334-246X,
"Azadbakht, Leila",6507894201,356,"Medicine
Nursing
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Social Sciences
Engineering
Environmental Science
Psychology
Health Professions
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Dentistry
Multidisciplinary
Chemical Engineering
Neuroscience
",0000-0002-5955-6818,
"Rahimi-Movaghar, Vafa",6507646446,355,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Social Sciences
Psychology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Materials Science
Multidisciplinary
Chemical Engineering
Nursing
Health Professions
Agricultural and Biological Sciences
Chemistry
Veterinary
",0000-0001-7347-8767,
"Esteghamati, Alireza",11240321100,334,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Multidisciplinary
Social Sciences
Chemistry
Neuroscience
Environmental Science
Health Professions
Dentistry
",0000-0001-5114-3982,
"Kajbafzade, Abdol Mohammad",35552861000,330,"Medicine
Biochemistry, Genetics and Molecular Biology
Materials Science
Engineering
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Immunology and Microbiology
Chemical Engineering
Veterinary
Neuroscience
Nursing
Psychology
Agricultural and Biological Sciences
Environmental Science
Dentistry
Social Sciences
",,
"Mahdavi, Mohammad",57195622820,328,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Materials Science
Computer Science
Engineering
Multidisciplinary
Environmental Science
Physics and Astronomy
Medicine
Arts and Humanities
Social Sciences
Agricultural and Biological Sciences
",0000-0002-8007-2543,
"Yunesian, Masud",14622058700,317,"Environmental Science
Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Agricultural and Biological Sciences
Social Sciences
Multidisciplinary
Engineering
Earth and Planetary Sciences
Psychology
Neuroscience
Chemical Engineering
Health Professions
Energy
Nursing
Dentistry
Computer Science
Economics, Econometrics and Finance
Arts and Humanities
Materials Science
",0000-0002-2870-7433,
"Poustchi, Hossein",8622806500,316,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Nursing
Environmental Science
Agricultural and Biological Sciences
Multidisciplinary
Neuroscience
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Psychology
Social Sciences
Earth and Planetary Sciences
Dentistry
Computer Science
Engineering
Mathematics
Chemical Engineering
",,
"Farzadfar, Farshad",57195049611,315,"Medicine
Biochemistry, Genetics and Molecular Biology
Environmental Science
Multidisciplinary
Immunology and Microbiology
Neuroscience
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Nursing
Chemistry
Computer Science
Psychology
Social Sciences
Dentistry
Physics and Astronomy
Arts and Humanities
Engineering
Mathematics
Health Professions
Materials Science
Chemical Engineering
",0000-0001-8288-4046,
"Faramarzi, Mohammad Ali",6506322391,299,"Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Environmental Science
Immunology and Microbiology
Medicine
Materials Science
Agricultural and Biological Sciences
Engineering
Physics and Astronomy
Energy
Computer Science
Multidisciplinary
Earth and Planetary Sciences
Health Professions
Veterinary
Psychology
",0000-0002-8822-453X,
"Alimoghadam, Kamran",6507869796,296,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Immunology and Microbiology
Materials Science
Multidisciplinary
Chemical Engineering
Chemistry
Nursing
Engineering
Agricultural and Biological Sciences
Environmental Science
Psychology
Physics and Astronomy
Computer Science
",,
"Nedjat, Saharnaz",23994032500,293,"Medicine
Social Sciences
Nursing
Neuroscience
Biochemistry, Genetics and Molecular Biology
Psychology
Arts and Humanities
Environmental Science
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Immunology and Microbiology
Health Professions
Earth and Planetary Sciences
Multidisciplinary
Dentistry
Engineering
",,
"Vatandoost, Hassan",9743822200,287,"Medicine
Immunology and Microbiology
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Veterinary
Chemistry
Nursing
Social Sciences
Multidisciplinary
",0000-0002-5983-9420,
"Rashidian, Arash",23095291800,279,"Medicine
Social Sciences
Nursing
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Environmental Science
Biochemistry, Genetics and Molecular Biology
Computer Science
Agricultural and Biological Sciences
Psychology
Arts and Humanities
Multidisciplinary
Earth and Planetary Sciences
Economics, Econometrics and Finance
Dentistry
Immunology and Microbiology
Engineering
Chemical Engineering
",0000-0002-4005-5183,
"Mohammadi, Mohammad Reza",34975683300,271,"Medicine
Neuroscience
Psychology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Physics and Astronomy
Health Professions
Computer Science
Mathematics
Biochemistry, Genetics and Molecular Biology
Environmental Science
Social Sciences
Nursing
Decision Sciences
Immunology and Microbiology
Chemical Engineering
Agricultural and Biological Sciences
Multidisciplinary
Earth and Planetary Sciences
Chemistry
Arts and Humanities
Materials Science
",,
